time;s3;s5;s18
2018-12-14;0.060000000000000005;0.35999999999999965;
2018-12-15;0.06;0.35999999999999965;
2018-12-16;0.060000000000000005;0.35999999999999965;
2018-12-17;0.060000000000000005;0.35999999999999965;
2018-12-18;0.060000000000000005;0.35999999999999965;
2018-12-19;0.06;0.35999999999999965;
2018-12-20;0.060000000000000005;0.35999999999999965;
2018-12-21;0.06;0.35999999999999965;
2018-12-22;0.060000000000000005;0.35999999999999965;
2018-12-23;0.06;0.35999999999999965;
2018-12-24;0.06;0.35999999999999965;
2018-12-25;0.060000000000000005;0.35999999999999965;
2018-12-26;0.06;0.35999999999999965;
2018-12-27;0.060000000000000005;0.35999999999999965;
2018-12-28;0.06;0.35999999999999965;
2018-12-29;0.060000000000000005;0.35999999999999965;
2018-12-30;0.060000000000000046;0.3599999999999997;
2018-12-31;0.06;0.35999999999999965;
2019-01-01;0.060000000000000005;0.35999999999999965;
2019-01-02;0.06;0.35999999999999965;
2019-01-03;0.060000000000000005;0.35999999999999965;
2019-01-04;0.06;0.35999999999999965;
2019-01-05;0.060000000000000005;0.35999999999999965;
2019-01-06;0.06;0.35999999999999965;
2019-01-07;0.06148648648648648;0.35999999999999965;
2019-01-08;0.06146666666666665;0.35999999999999965;
2019-01-09;0.0604054054054054;0.35999999999999965;
2019-01-10;0.06;0.35999999999999965;
2019-01-11;0.060000000000000005;0.35999999999999965;
2019-01-12;0.06027027027027027;0.35999999999999965;
2019-01-13;0.06013513513513514;0.35999999999999965;
2019-01-14;0.06000000000000003;0.3599999999999997;
2019-01-15;0.060000000000000005;0.35999999999999965;
2019-01-16;0.06;0.35999999999999965;
2019-01-17;0.060000000000000046;0.3599999999999997;
2019-01-18;0.06;0.35999999999999965;
2019-01-19;0.060000000000000046;0.3599999999999998;
2019-01-20;0.060000000000000046;0.3599999999999997;0.14000000000000007
2019-01-21;0.06;0.35999999999999965;0.14000000000000004
2019-01-22;0.060000000000000005;0.35999999999999965;0.14000000000000004
2019-01-23;0.060000000000000046;0.3599999999999997;0.13999999999999993
2019-01-24;0.06000000000000002;0.35999999999999965;0.14000000000000004
2019-01-25;0.060000000000000046;0.35999999999999976;0.1399999999999999
2019-01-26;0.060000000000000046;0.35999999999999976;0.1399999999999999
2019-01-27;0.06000000000000001;0.35999999999999965;0.14000000000000004
2019-01-28;0.06;0.35999999999999965;0.14000000000000004
2019-01-29;0.06;0.35999999999999965;0.14000000000000004
2019-01-30;0.06;0.35999999999999965;0.14000000000000004
2019-01-31;0.06000000000000001;0.35999999999999965;0.1401333333333334
2019-02-01;0.06;0.35999999999999965;0.1415789473684211
2019-02-02;0.06000000000000001;0.35999999999999965;0.1468000000000001
2019-02-03;0.06;0.3598648648648645;0.14986666666666687
2019-02-04;0.06;0.35986666666666633;0.15000000000000022
2019-02-05;0.060000000000000005;0.35864864864864837;0.15000000000000022
2019-02-06;0.06;0.35777777777777764;0.15000000000000022
2019-02-07;0.060000000000000005;0.3558666666666666;0.15000000000000022
2019-02-08;0.06;0.35405405405405427;0.15000000000000022
2019-02-09;0.060000000000000005;0.3521333333333337;0.15000000000000022
2019-02-10;0.060000000000000005;0.3505405405405409;0.15256756756756773
2019-02-11;0.06;0.35026666666666706;0.15855263157894747
2019-02-12;0.060000000000000005;0.35027027027027063;0.1600000000000001
2019-02-13;0.06;0.35026666666666706;0.1600000000000001
2019-02-14;0.060000000000000005;0.35013333333333374;0.1600000000000001
2019-02-15;0.06026666666666666;0.3500000000000004;0.1600000000000001
2019-02-16;0.06151515151515152;0.3500000000000003;0.1600000000000001
2019-02-17;0.06506666666666663;0.3500000000000004;0.1600000000000001
2019-02-18;0.06824324324324323;0.3500000000000004;0.1600000000000001
2019-02-19;0.0666666666666666;0.3500000000000004;0.1600000000000001
2019-02-20;0.060000000000000005;0.3500000000000004;0.1600000000000001
2019-02-21;0.06026666666666666;0.3500000000000004;0.1600000000000001
2019-02-22;0.06000000000000002;0.3500000000000004;0.1600000000000001
2019-02-23;0.060000000000000046;0.34999999999999976;0.16065217391304354
2019-02-24;0.06466666666666669;0.3500000000000004;0.1664
2019-02-25;0.07000000000000002;0.3500000000000004;0.16999999999999996
2019-02-26;0.07459459459459461;0.3500000000000004;0.16999999999999996
2019-02-27;0.07973333333333339;0.3500000000000004;0.16999999999999996
2019-02-28;0.08;0.35000000000000003;0.16999999999999998
2019-03-01;;;
2019-03-02;;;
2019-03-03;;;
2019-03-04;;;
2019-03-05;;;
2019-03-06;;;
2019-03-07;0.06000000000000002;0.35;0.16999999999999996
2019-03-08;0.06000000000000004;0.3499999999999998;0.16999999999999996
2019-03-09;0.060000000000000005;0.3500000000000004;0.17039999999999994
2019-03-10;0.060000000000000005;0.3500000000000004;0.17853333333333316
2019-03-11;0.060133333333333344;0.3500000000000004;0.17999999999999983
2019-03-12;0.060000000000000005;0.3500000000000004;0.18079999999999982
2019-03-13;0.06;0.3500000000000004;0.18759999999999985
2019-03-14;0.06013513513513514;0.3500000000000004;0.1899999999999999
2019-03-15;0.06013333333333333;0.3500000000000004;0.18999999999999986
2019-03-16;0.06016666666666671;0.3500000000000002;0.18999999999999997
2019-03-17;0.06173333333333334;0.3500000000000004;0.1899999999999999
2019-03-18;0.06364864864864864;0.3500000000000004;0.18999999999999986
2019-03-19;0.06472727272727273;0.35000000000000003;0.19000000000000003
2019-03-20;0.06824324324324327;0.3500000000000004;0.19039999999999987
2019-03-21;0.0688;0.3500000000000004;0.19439999999999982
2019-03-22;0.06965517241379306;0.35000000000000014;0.1993333333333332
2019-03-23;0.06986666666666669;0.3500000000000004;0.1999999999999997
2019-03-24;0.07000000000000002;0.3500000000000004;0.1999999999999997
2019-03-25;0.07000000000000002;0.3500000000000004;0.1999999999999997
2019-03-26;0.07000000000000002;0.3500000000000004;0.2022666666666667
2019-03-27;0.07000000000000002;0.3500000000000004;0.20906666666666707
2019-03-28;0.07000000000000002;0.3500000000000004;0.2100000000000004
2019-03-29;0.07000000000000002;0.3500000000000004;0.2100000000000004
2019-03-30;0.07000000000000002;0.3500000000000004;0.2100000000000004
2019-03-31;0.07000000000000002;0.3500000000000004;0.2100000000000004
2019-04-01;0.07000000000000002;0.3500000000000004;0.2100000000000004
2019-04-02;0.06999999999999998;0.35000000000000026;0.21000000000000033
2019-04-03;0.07026666666666669;0.3500000000000004;0.2100000000000004
2019-04-04;0.07164383561643838;0.3500000000000004;0.2100000000000004
2019-04-05;0.07275000000000001;0.34999999999999976;0.2109756097560976
2019-04-06;0.0702702702702703;0.3500000000000004;0.21400000000000033
2019-04-07;0.07014285714285715;0.35000000000000037;0.21400000000000036
2019-04-08;0.06999999999999997;0.34999999999999976;0.2106666666666668
2019-04-09;0.07000000000000002;0.3500000000000004;0.21039473684210566
2019-04-10;0.07000000000000002;0.3500000000000004;0.21013333333333373
2019-04-11;0.06999999999999999;0.3500000000000003;0.21000000000000035
2019-04-12;0.06999999999999997;0.3500000000000002;0.2100000000000003
2019-04-13;0.07046153846153845;0.3500000000000003;0.21000000000000035
2019-04-14;0.07871428571428576;0.35000000000000037;0.21000000000000038
2019-04-15;0.0874626865671641;0.3500000000000003;0.21000000000000035
2019-04-16;0.09153846153846143;0.35000000000000026;0.21000000000000035
2019-04-17;0.09999999999999988;0.3500000000000003;0.21000000000000035
2019-04-18;0.10406779661016959;0.35000000000000014;0.21000000000000027
2019-04-19;0.11000000000000013;0.3500000000000004;0.2100000000000004
2019-04-20;0.11040000000000011;0.3508000000000003;0.2100000000000004
2019-04-21;0.11864864864864866;0.35351351351351373;0.21360000000000032
2019-04-22;0.12216216216216232;0.3598648648648645;0.22840000000000027
2019-04-23;0.13269230769230755;0.3647999999999999;0.24365384615384617
2019-04-24;0.1683098591549294;0.37000000000000016;0.2595890410958905
2019-04-25;0.20824561403508796;0.372631578947368;0.26017543859649106
2019-04-26;0.22378787878787895;0.37803030303030266;0.2621212121212119
2019-04-27;0.23000000000000034;0.37973333333333315;0.26040000000000013
2019-04-28;0.23000000000000034;0.37256756756756787;0.2507894736842105
2019-04-29;0.2304000000000003;0.37000000000000016;0.2433783783783783
2019-04-30;0.23756756756756764;0.37000000000000016;0.24
2019-05-01;0.24000000000000002;0.37000000000000016;0.24
2019-05-02;0.24;0.37000000000000016;0.24
2019-05-03;0.24000000000000002;0.37000000000000005;0.23640000000000025
2019-05-04;0.24000000000000019;0.3699999999999998;0.23000000000000032
2019-05-05;0.24;0.36999999999999966;0.23000000000000034
2019-05-06;0.24000000000000002;0.37000000000000005;0.22565789473684236
2019-05-07;0.23554054054054072;0.3700000000000001;0.22013333333333354
2019-05-08;0.23360000000000022;0.36986301369863034;0.22000000000000022
2019-05-09;0.23364864864864882;0.3696000000000002;0.22000000000000022
2019-05-10;0.2389473684210528;0.3729090909090905;0.23101694915254237
2019-05-11;0.24;0.38555555555555554;0.25413333333333354
2019-05-12;0.24000000000000002;0.39999999999999997;0.2691999999999997
2019-05-13;0.24;;0.2870666666666667
2019-05-14;0.24000000000000005;;0.26539473684210546
2019-05-15;0.24000000000000002;;0.2581333333333335
2019-05-16;0.24000000000000019;;0.2561538461538461
2019-05-17;0.24000000000000016;;0.25971428571428556
2019-05-18;;;
2019-05-19;;;
2019-05-20;;;
2019-05-21;;;
2019-05-22;;;
2019-05-23;;;
2019-05-24;;;
2019-05-25;;;
2019-05-26;;;
2019-05-27;0.3030000000000001;;0.2322500000000002
2019-05-28;0.29547945205479426;0.3900000000000003;0.23959999999999998
2019-05-29;0.29891891891891925;0.39083333333333353;0.24506666666666685
2019-05-30;0.30671232876712334;0.41203389830508524;0.2694736842105259
2019-05-31;0.3032432432432436;0.41114285714285725;0.26635135135135113
2019-06-01;0.2912328767123284;0.4024999999999995;0.25621621621621615
2019-06-02;0.2801369863013699;0.39567567567567585;0.25
2019-06-03;0.2734246575342463;0.39000000000000035;0.24000000000000019
2019-06-04;0.2699999999999997;0.3900000000000004;0.2352000000000003
2019-06-05;0.26986111111111083;0.3900000000000004;0.23000000000000034
2019-06-06;0.2699999999999997;0.3898648648648652;0.23000000000000034
2019-06-07;0.2647887323943662;0.3900000000000004;0.22432432432432464
2019-06-08;0.2664062499999998;0.3897101449275366;0.22514705882352956
2019-06-09;0.27943661971830963;0.39013888888888926;0.24013888888888898
2019-06-10;0.27859154929577457;0.39013888888888926;0.24054794520547948
2019-06-11;0.27124999999999966;0.3900000000000004;0.23520547945205506
2019-06-12;0.2654166666666667;0.39000000000000035;0.22465753424657567
2019-06-13;0.26253521126760554;0.39000000000000035;0.22000000000000025
2019-06-14;0.2602816901408451;0.39000000000000035;0.22000000000000028
2019-06-15;0.26000000000000006;0.3900000000000004;0.22000000000000028
2019-06-16;0.2591549295774649;0.39000000000000035;0.2175342465753428
2019-06-17;0.2554929577464788;0.38986301369863047;0.2102739726027401
2019-06-18;0.2538028169014084;0.3881944444444446;0.21000000000000038
2019-06-19;0.2538028169014084;0.38680555555555574;0.21000000000000038
2019-06-20;0.25154929577464796;0.3891549295774651;0.21000000000000038
2019-06-21;0.2670422535211266;0.38986301369863047;0.21239436619718344
2019-06-22;0.2792957746478871;0.39000000000000035;0.22236111111111134
2019-06-23;0.29760563380281685;0.3923287671232876;0.24931506849315058
2019-06-24;0.2829999999999999;0.39042253521126796;0.24013888888888893
2019-06-25;0.2778571428571426;0.39000000000000035;0.23430555555555588
2019-06-26;0.2698591549295772;0.39000000000000035;0.22611111111111148
2019-06-27;0.2625714285714286;0.39000000000000035;0.22000000000000028
2019-06-28;0.26055555555555565;0.39000000000000035;0.22000000000000028
2019-06-29;0.26000000000000006;0.39000000000000035;0.21945205479452085
2019-06-30;0.26000000000000006;0.39000000000000035;0.21513888888888927
2019-07-01;0.2605633802816902;0.39000000000000035;0.2127397260273976
2019-07-02;0.26014084507042257;0.39000000000000035;0.22000000000000028
2019-07-03;0.26112676056338013;0.39000000000000035;0.21819444444444475
2019-07-04;0.2761971830985913;0.39000000000000035;0.2198630136986304
2019-07-05;0.27071428571428546;0.39000000000000035;0.22000000000000028
2019-07-06;0.2816901408450703;0.39000000000000035;0.22305555555555573
2019-07-07;0.27708333333333307;0.39000000000000035;0.22438356164383594
2019-07-08;0.26942857142857124;0.39000000000000035;0.22000000000000028
2019-07-09;0.26478873239436623;0.39000000000000035;0.22000000000000028
2019-07-10;0.26000000000000006;0.39000000000000035;0.21493150684931545
2019-07-11;0.26000000000000006;0.3879166666666669;0.21055555555555594
2019-07-12;0.2592957746478874;0.3851388888888889;0.21000000000000038
2019-07-13;0.25394366197183094;0.38328767123287666;0.21000000000000038
2019-07-14;0.2504225352112676;0.38055555555555537;0.21000000000000038
2019-07-15;0.25;0.3802777777777776;0.207638888888889
2019-07-16;0.25;0.3799999999999998;0.20249999999999987
2019-07-17;0.25;0.38684931506849335;0.2001369863013696
2019-07-18;0.24845070422535212;0.3875000000000002;0.19999999999999973
2019-07-19;0.25;0.38535211267605646;0.20492957746478918
2019-07-20;0.2491428571428571;0.3830555555555555;0.21000000000000038
2019-07-21;0.24940298507462688;0.38112676056338013;0.20888888888888918
2019-07-22;0.25;0.380972222222222;0.20957746478873274
2019-07-23;0.24623188405797106;0.3799999999999998;0.2031944444444442
2019-07-24;0.24202898550724652;0.3799999999999998;0.19999999999999973
2019-07-25;0.23420289855072496;0.3799999999999998;0.2004225352112674
2019-07-26;0.23000000000000032;0.37999999999999984;0.19999999999999973
2019-07-27;0.2279411764705886;0.3799999999999998;0.1998591549295772
2019-07-28;0.22171428571428597;0.3799999999999998;0.19805555555555535
2019-07-29;0.2204225352112679;0.3799999999999998;0.19535211267605615
2019-07-30;0.2197183098591552;0.3799999999999998;0.19249999999999987
2019-07-31;0.2137142857142861;0.3799999999999998;0.19083333333333324
2019-08-01;0.210422535211268;0.3799999999999998;0.1899999999999999
2019-08-02;0.20971830985915527;0.3799999999999998;0.1899999999999999
2019-08-03;0.20478873239436604;0.3799999999999998;0.1899999999999999
2019-08-04;0.2002816901408448;0.37986111111111087;0.1899999999999999
2019-08-05;0.19791666666666644;0.37986111111111087;0.1899999999999999
2019-08-06;0.194507042253521;0.37916666666666643;0.1899999999999999
2019-08-07;0.19183098591549283;0.3787499999999999;0.1899999999999999
2019-08-08;0.1912676056338027;0.3795833333333331;0.1899999999999999
2019-08-09;0.19014084507042245;0.37708333333333344;0.18972222222222213
2019-08-10;0.1899999999999999;0.375;0.1895890410958903
2019-08-11;0.1899999999999999;0.37408450704225366;0.18619718309859148
2019-08-12;0.18999999999999995;0.3710769230769232;0.1836923076923076
2019-08-13;0.19071428571428561;0.3702777777777779;0.18541666666666645
2019-08-14;0.20928571428571463;0.37253521126760564;0.19690140845070397
2019-08-15;0.22485714285714303;0.37374999999999997;0.19999999999999973
2019-08-16;0.23128571428571457;0.37347222222222226;0.1993055555555553
2019-08-17;0.25;0.37611111111111106;0.19999999999999973
2019-08-18;0.24114285714285724;0.3747887323943663;0.19999999999999973
2019-08-19;0.27757142857142875;0.37671428571428545;0.2083098591549299
2019-08-20;0.2814285714285712;0.3822535211267607;0.22500000000000017
2019-08-21;0.27514285714285697;0.38971830985915523;0.2304166666666669
2019-08-22;0.2636231884057971;0.38847222222222244;0.22055555555555584
2019-08-23;0.2598591549295775;0.38126760563380263;0.22000000000000025
2019-08-24;0.26014084507042257;0.3799999999999998;0.22000000000000028
2019-08-25;0.26666666666666655;0.3799999999999998;0.22000000000000028
2019-08-26;0.26859154929577445;0.3799999999999998;0.22000000000000028
2019-08-27;0.26114285714285723;0.3799999999999998;0.22000000000000028
2019-08-28;0.2542028985507246;0.3799999999999998;0.22000000000000025
2019-08-29;0.25;0.3799999999999998;0.21791666666666698
2019-08-30;0.2565714285714286;0.3799999999999998;0.21929577464788752
2019-08-31;0.26;0.3801388888888887;0.22633802816901444
2019-09-01;0.25299999999999995;0.3799999999999998;0.2201408450704228
2019-09-02;0.27217391304347827;0.38125;0.2274647887323945
2019-09-03;0.2873239436619717;0.3898591549295778;0.23805555555555577
2019-09-04;0.26714285714285707;0.38802816901408466;0.2263380281690145
2019-09-05;0.2674999999999998;0.38402777777777775;0.22138888888888913
2019-09-06;0.2780281690140842;0.3881690140845074;0.2298611111111114
2019-09-07;0.2649295774647888;0.38816901408450716;0.22239436619718342
2019-09-08;0.26000000000000006;0.3799999999999998;0.22000000000000028
2019-09-09;0.254225352112676;0.3799999999999998;0.22000000000000028
2019-09-10;0.2516901408450704;0.3799999999999998;0.2198611111111114
2019-09-11;0.24928571428571433;0.3799999999999998;0.21555555555555586
2019-09-12;0.2722535211267604;0.3799999999999998;0.2226388888888891
2019-09-13;0.2709859154929574;0.3801388888888887;0.22486111111111148
2019-09-14;0.26291666666666674;0.3799999999999998;0.22000000000000025
2019-09-15;0.25666666666666654;0.3799999999999998;0.22000000000000028
2019-09-16;0.2550684931506851;0.3799999999999998;0.21917808219178112
2019-09-17;0.2674999999999997;0.3801388888888887;0.22000000000000028
2019-09-18;0.26136986301369874;0.38180555555555545;0.22000000000000028
2019-09-19;0.2595890410958905;0.38166666666666654;0.21794520547945237
2019-09-20;0.25263888888888886;0.3801388888888887;0.21054054054054094
2019-09-21;0.25;0.3799999999999998;0.21000000000000038
2019-09-22;0.25;0.3799999999999998;0.21000000000000038
2019-09-23;0.2494520547945205;0.3799999999999998;0.2100000000000004
2019-09-24;0.2445945945945945;0.3799999999999998;0.20972602739726062
2019-09-25;0.24041095890410966;0.3799999999999998;0.20783783783783807
2019-09-26;0.24000000000000005;0.3799999999999998;0.20445945945945937
2019-09-27;0.24000000000000007;0.3799999999999998;0.20082191780821892
2019-09-28;0.24000000000000005;0.3799999999999998;0.19999999999999973
2019-09-29;0.2436111111111112;0.3799999999999998;0.19999999999999973
2019-09-30;0.27356164383561615;0.3805479452054793;0.21148648648648682
2019-10-01;0.30430555555555583;0.39000000000000035;0.24
2019-10-02;0.27648648648648627;0.39000000000000035;0.2322972972972976
2019-10-03;0.26094594594594606;0.39000000000000035;0.22418918918918954
2019-10-04;0.2600000000000001;0.39000000000000035;0.22000000000000025
2019-10-05;0.259864864864865;0.3873972602739726;0.21648648648648683
2019-10-06;0.25337837837837834;0.3805479452054793;0.2100000000000004
2019-10-07;0.25260273972602754;0.3799999999999998;0.21000000000000038
2019-10-08;0.2600000000000001;0.3799999999999998;0.2100000000000004
2019-10-09;0.2583783783783785;0.3799999999999998;0.21000000000000038
2019-10-10;0.25986301369863024;0.3799999999999998;0.2100000000000004
2019-10-11;0.2527397260273972;0.3799999999999998;0.21000000000000038
2019-10-12;0.25;0.3799999999999998;0.20986486486486525
